DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200104430,1/2/2020,1/2/2020,955,1,Central,162,1,480,BIKE - STOLEN,1822 1608 0344,50,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,7TH ST,FIGUEROA,34.0494,-118.2599
200104431,1/2/2020,1/2/2020,1900,1,Central,134,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,25,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 S BROADWAY,,34.051,-118.248
200104432,1/3/2020,1/2/2020,1400,1,Central,134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,27,M,W,402,MARKET,,,IC,Invest Cont,440,,,,300 S BROADWAY,,34.051,-118.248
201822182,12/15/2020,12/9/2020,2100,18,Southeast,1849,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0552 0602 0503 0522 0551 1258,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,2200 E 115TH ST,,33.9297,-118.2335
200104435,1/2/2020,1/2/2020,1900,1,Central,138,1,330,BURGLARY FROM VEHICLE,1609 0344,33,M,A,101,STREET,,,IC,Invest Cont,330,,,,4TH ST,CENTRAL,34.0438,-118.2397
200104440,1/4/2020,1/4/2020,121,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,53,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,12TH,FLOWER,34.0415,-118.2654
200104443,1/4/2020,1/3/2020,2030,1,Central,176,1,330,BURGLARY FROM VEHICLE,1609 0344,38,F,W,101,STREET,,,IC,Invest Cont,330,,,,8TH ST,MAPLE,34.0408,-118.2511
200104444,1/5/2020,1/5/2020,100,1,Central,185,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,23,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,11TH ST,MAIN ST,34.0387,-118.2576
200104449,1/7/2020,1/7/2020,735,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,1218 0447 1822 1202,74,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,300 E 5TH ST,,34.0453,-118.2443
200104450,1/7/2020,1/7/2020,905,1,Central,165,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0910,0,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,6TH,WALL,34.0435,-118.2471
200104451,1/7/2020,1/7/2020,745,1,Central,124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1414,0,X,X,102,SIDEWALK,,,IC,Invest Cont,740,,,,1ST ST,MAIN ST,34.0522,-118.2434
200104452,1/7/2020,1/7/2020,920,1,Central,192,2,624,BATTERY - SIMPLE ASSAULT,0444 1266 1822 1300,23,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W WASHINGTON BL,,34.0363,-118.2672
200104455,1/6/2020,1/6/2020,400,1,Central,161,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,26,F,B,101,STREET,,,IC,Invest Cont,330,,,,800 JAMES M WOOD BL,,34.0483,-118.2631
200104456,1/6/2020,1/3/2020,1300,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1606 1822,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,400 W 7TH ST,,34.0491,-118.2558
200104459,1/3/2020,1/3/2020,1940,1,Central,181,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,23,M,B,741,STAPLES CENTER *,,,IC,Invest Cont,330,,,,1100 S FIGUEROA ST,,34.0431,-118.2692
200816519,11/16/2020,11/16/2020,830,8,West LA,803,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0400 0408 1813,49,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,13500 D ESTE DR,,34.0571,-118.4978
200104462,1/7/2020,1/6/2020,1758,1,Central,161,1,480,BIKE - STOLEN,0344 1822,57,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,900 W 8TH ST,,34.0479,-118.2612
200104466,1/7/2020,1/7/2020,1020,1,Central,165,2,860,BATTERY WITH SEXUAL CONTACT,0551 2004 1402,40,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,998,,,6TH ST,MAPLE,34.0439,-118.2479
200104470,1/7/2020,1/6/2020,1930,1,Central,128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,25,F,H,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,300 E 2ND ST,,34.0498,-118.24
220404852,1/28/2022,12/27/2020,1200,4,Hollenbeck,439,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,946,,,,2200 LILLYVALE AV,,34.0711,-118.1643
200104474,1/7/2020,1/6/2020,1830,1,Central,162,2,888,TRESPASSING,2004 1501,34,F,B,404,DEPARTMENT STORE,,,IC,Invest Cont,888,,,,700 S FLOWER ST,,34.0487,-118.2588
200104475,1/7/2020,1/6/2020,900,1,Central,159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,35,M,W,101,STREET,,,IC,Invest Cont,740,,,,400 SEATON ST,,34.0433,-118.2377
200104476,1/7/2020,1/6/2020,2130,1,Central,105,1,330,BURGLARY FROM VEHICLE,1609 1307 1822 0329 0344,38,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,1000 N BROADWAY,,34.0714,-118.2329
200104477,1/7/2020,1/6/2020,1500,1,Central,118,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,29,F,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,930,,,,1300 MAGDALENA ST,,34.0635,-118.2313
200104488,1/7/2020,1/7/2020,430,1,Central,119,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0910 0104 1822 2004 0344,24,M,B,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,442,,,,00 GATEWAY PLAZA DR,,34.0551,-118.2323
200104489,1/7/2020,1/7/2020,800,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,26,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 WILSHIRE BL,,34.048,-118.256
200517465,12/5/2020,11/30/2020,400,5,Harbor,564,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1236 1300 1309,0,X,X,707,GARAGE/CARPORT,,,AA,Adult Arrest,745,,,,600 S PALOS VERDES ST,,33.7379,-118.2814
200104498,1/7/2020,1/7/2020,2140,1,Central,123,1,220,ATTEMPTED ROBBERY,1822 1019 0416 2004,56,M,W,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,220,,,,1ST,SPRING ST,34.053,-118.2444
200104499,1/7/2020,1/6/2020,1900,1,Central,111,1,330,BURGLARY FROM VEHICLE,1609 0344,26,M,W,101,STREET,,,IC,Invest Cont,330,,,,500 N FIGUEROA ST,,34.0617,-118.2469
200104500,1/7/2020,1/7/2020,2000,1,Central,153,2,625,OTHER ASSAULT,0356 1822 1266,47,M,B,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,5TH ST,BROADWAY,34.0481,-118.2507
200104501,1/8/2020,1/8/2020,315,1,Central,171,1,350,"THEFT, PERSON",0448 0344 2000 1814 2002 0421,29,F,H,123,PARKING UNDERGROUND/BUILDING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350,,,,GEORGIA ST,WEST RD,34.0457,-118.2665
200104503,1/8/2020,1/8/2020,117,1,Central,181,2,755,BOMB SCARE,0404 1822,29,M,H,741,STAPLES CENTER *,511,VERBAL THREAT,IC,Invest Cont,755,,,,1100 S FIGUEROA ST,,34.0431,-118.2692
200104505,1/7/2020,1/7/2020,1917,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
221004913,1/25/2022,9/1/2020,1700,10,West Valley,1067,2,354,THEFT OF IDENTITY,1822 0930,45,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,5200 GENESTA AV,,34.166,-118.5033
200104511,1/8/2020,1/8/2020,400,1,Central,154,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1414 0416 1402 2000 1814 1218 2004,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,AA,Adult Arrest,236,998,,,500 S SPRING ST,,34.0474,-118.2496
200104513,1/8/2020,1/7/2020,2000,1,Central,101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ALPINE ST,CENTENNIAL ST,34.0652,-118.2468
200104522,1/8/2020,1/7/2020,2020,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1822 1601,32,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,700 W 7TH ST,,34.048,-118.2577
200104524,1/8/2020,1/8/2020,100,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 1822 2034,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,12TH ST,WALL ST,34.042,-118.2625
200104526,1/8/2020,1/7/2020,1500,1,Central,154,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 1822 1202 2004,62,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 E 5TH ST,,34.0467,-118.2485
200104527,1/8/2020,1/6/2020,1000,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 2032 0377 1822 1218,71,M,H,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,300 E 5TH ST,,34.0453,-118.2443
200104534,1/8/2020,1/8/2020,950,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 1822 0913,53,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 WALL ST,,34.0449,-118.2458
200104545,1/7/2020,1/2/2020,510,1,Central,192,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,31,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,341,,,,PICO BL,GRAND,34.0389,-118.2643
200709456,5/20/2020,5/20/2020,1250,7,Wilshire,773,1,330,BURGLARY FROM VEHICLE,1300 1309 1607 0344 0326,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1800 S COCHRAN AV,,34.0443,-118.3538
200104547,1/8/2020,1/7/2020,1753,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1607 1822 1606,0,M,O,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,1100 S HOPE ST,,34.0423,-118.2631
200104548,1/7/2020,1/6/2020,1730,1,Central,159,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,49,M,A,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,400 S HEWITT ST,,34.0436,-118.2354
200104549,1/8/2020,1/6/2020,100,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 2034,38,M,B,101,STREET,,,IC,Invest Cont,440,,,,4TH ST,WALL,34.0458,-118.243
200104550,1/8/2020,1/8/2020,845,1,Central,166,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 0329 1402 0447,55,M,W,517,MISSIONS/SHELTERS,,,IC,Invest Cont,740,998,,,600 S SAN PEDRO ST,,34.0421,-118.2469
200104551,1/8/2020,1/8/2020,1300,1,Central,192,1,761,BRANDISH WEAPON,0334 1606 1822 1402,43,M,H,118,CONSTRUCTION SITE,215,MACHETE,IC,Invest Cont,761,998,,,1400 S FIGUEROA ST,,34.0393,-118.2689
211613998,11/8/2021,11/1/2020,1845,16,Foothill,1635,2,354,THEFT OF IDENTITY,,64,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500 WOLDRICH ST,,34.2719,-118.3592
200104556,1/8/2020,1/8/2020,200,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034 1822 0377 1218,56,M,O,102,SIDEWALK,,,IC,Invest Cont,440,,,,300 E 5TH ST,,34.0453,-118.2443
200104558,1/8/2020,1/8/2020,820,1,Central,164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0411 0445,34,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,7TH,LOS ANGELES,34.0433,-118.2504
200104573,1/8/2020,1/8/2020,540,1,Central,138,1,330,BURGLARY FROM VEHICLE,1300 0344,30,M,B,101,STREET,,,IC,Invest Cont,330,,,,400 E 3RD ST,,34.0473,-118.2425
200104576,1/8/2020,1/8/2020,1600,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822,35,M,A,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,700 S FIGUEROA ST,,34.0483,-118.2631
200104577,1/8/2020,1/8/2020,1900,1,Central,192,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VENICE,FLOWER,34.0372,-118.2694
200104578,1/9/2020,1/7/2020,2350,1,Central,138,2,888,TRESPASSING,2004 0444 2001 2003 1822 2002,36,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,200 S SAN PEDRO ST,,34.0493,-118.2418
200104579,1/9/2020,1/7/2020,1920,1,Central,111,1,310,BURGLARY,1610 1822 0344 0329 0321,25,F,W,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,310,,,,800 N HILL ST,,34.0628,-118.2395
200104580,1/9/2020,1/8/2020,1630,1,Central,152,1,480,BIKE - STOLEN,1822 1202 0344,67,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,480,,,,600 W 7TH ST,,34.0491,-118.2558
200104582,1/9/2020,1/6/2020,800,1,Central,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2032,37,M,W,102,SIDEWALK,,,IC,Invest Cont,341,,,,700 S LOS ANGELES ST,,34.0433,-118.2504
200101185,12/28/2020,12/28/2020,1810,1,Central,174,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1414 0913 1100 1402 0430,57,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230,998,,,700 S SPRING ST,,34.044,-118.2528
200104584,1/8/2020,1/7/2020,1,1,Central,162,2,662,"BUNCO, GRAND THEFT",0701 0800,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,800 S HILL ST,,34.0462,-118.2585
201014375,10/24/2020,10/23/2020,2330,10,West Valley,1025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1420,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,6800 RESEDA BL,,34.1939,-118.536
200104588,1/9/2020,1/9/2020,1,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910 2032 1822,59,F,A,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104590,1/8/2020,1/8/2020,1750,1,Central,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,34,M,B,403,DRUG STORE,,,IC,Invest Cont,442,,,,500 S BROADWAY,,34.0481,-118.2507
200104594,1/8/2020,1/8/2020,2145,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0910 0416 2004 1822,20,M,H,903,MTA - RED LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S FIGUEROA ST,,34.0509,-118.2585
200104598,1/9/2020,1/7/2020,2200,1,Central,105,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1202,69,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,400 SAVOY ST,,34.0695,-118.2324
200104603,1/9/2020,1/9/2020,700,1,Central,119,1,480,BIKE - STOLEN,0910 0344 2004 2052 1414,0,X,X,900,MTA - RED LINE - UNION STATION,,,AA,Adult Arrest,480,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200106170,1/31/2020,1/31/2020,2145,1,Central,124,2,946,OTHER MISCELLANEOUS CRIME,1501 1300,0,M,O,101,STREET,,,AA,Adult Arrest,946,,,,100 W 1ST ST,,34.0522,-118.2434
200104609,1/9/2020,1/7/2020,1555,1,Central,119,1,220,ATTEMPTED ROBBERY,0910 1822 0305 1414,58,F,W,900,MTA - RED LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200321313,12/6/2020,12/6/2020,1530,3,Southwest,361,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,3900 STEVELY AV,,34.0159,-118.3536
200104613,1/8/2020,1/6/2020,800,1,Central,182,1,330,BURGLARY FROM VEHICLE,0386 0344,33,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,900 S HILL ST,,34.042,-118.2625
200104616,1/7/2020,1/7/2020,1930,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 0344,28,F,K,101,STREET,,,IC,Invest Cont,330,,,,W 17TH ST,S HILL ST,34.0345,-118.266
200104617,1/9/2020,1/1/2020,1415,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344,31,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S GRAND AV,,34.0473,-118.2566
200104619,1/8/2020,1/5/2020,1300,1,Central,138,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0397 0344 0947,38,M,C,102,SIDEWALK,,,IC,Invest Cont,341,,,,200 S SAN PEDRO ST,,34.0493,-118.2418
200604186,1/5/2020,1/5/2020,1900,6,Hollywood,636,2,649,DOCUMENT FORGERY / STOLEN FELONY,1402,0,X,X,101,STREET,,,AA,Adult Arrest,649,998,,,6500 YUCCA ST,,34.1039,-118.3318
200218333,12/7/2020,12/7/2020,1700,2,Rampart,251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0432 0400 1240 0913,25,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,434,626,,,WILSHIRE,RAMPART,34.0609,-118.2823
200610130,5/11/2020,5/11/2020,1130,6,Hollywood,645,1,210,ROBBERY,0325 0601 0104 0400 0945 1822,0,X,X,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,7000 W SUNSET BL,,34.098,-118.3416
200320020,11/7/2020,11/7/2020,1030,3,Southwest,376,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 1814,25,M,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,3900 DENKER AV,,34.0153,-118.3045
200104657,1/9/2020,1/9/2020,1015,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0917 0416 0447,34,F,H,202,LIQUOR STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,700 N MAIN ST,,34.0583,-118.2378
200104658,1/9/2020,1/9/2020,930,1,Central,152,2,946,OTHER MISCELLANEOUS CRIME,0112 1414 1822,41,M,H,108,PARKING LOT,,,IC,Invest Cont,946,,,,700 WILSHIRE BL,,34.0487,-118.2571
200104660,1/9/2020,1/8/2020,2330,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,49,F,O,244,TOBACCO SHOP,,,IC,Invest Cont,740,,,,400 W 8TH ST,,34.0445,-118.2558
200210168,5/14/2020,5/12/2020,2100,2,Rampart,266,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S UNION AV,,34.0531,-118.2738
200104663,1/9/2020,1/9/2020,1539,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,20,F,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 W 7TH ST,,34.048,-118.2577
200104664,1/9/2020,1/9/2020,1900,1,Central,156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0906 0913 2000 1814 0408 1218 2004,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,500 WALL ST,,34.0449,-118.2458
200104670,1/10/2020,1/9/2020,2100,1,Central,164,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,30,F,W,101,STREET,,,IC,Invest Cont,330,,,,6TH,LOS ANGELES,34.0446,-118.249
200104673,1/9/2020,1/1/2020,1000,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0352,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,600 S FLOWER ST,,34.0502,-118.2574
200104674,1/9/2020,1/9/2020,2130,1,Central,138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0411 0913 1402 1414 1814 0329,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216,SCISSORS,AA,Adult Arrest,236,998,,,200 S LOS ANGELES ST,,34.0503,-118.2433
200104682,1/9/2020,1/9/2020,1650,1,Central,151,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0947,32,M,W,744,HIGH-RISE BUILDING,,,IC,Invest Cont,440,,,,1000 WILSHIRE BL,,34.0511,-118.2608
200104683,1/10/2020,1/6/2020,1445,1,Central,174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,39,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,E 8TH ST,S LOS ANGELES ST,34.0419,-118.2523
201610902,7/9/2020,7/9/2020,1755,16,Foothill,1675,1,210,ROBBERY,0344 0375,35,F,O,210,RESTAURANT/FAST FOOD,104,SHOTGUN,AA,Adult Arrest,210,,,,8700 SUNLAND BL,,34.2309,-118.3727
200104691,1/9/2020,1/8/2020,1900,1,Central,111,1,350,"THEFT, PERSON",0344 0416 0377 1822 0305,64,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,ALPINE ST,BROADWAY ST,34.0623,-118.2383
200104696,1/10/2020,1/10/2020,855,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 1822 1019,57,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,SAN JULIAN,34.0428,-118.2461
200104697,1/10/2020,1/9/2020,1830,1,Central,138,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,34,F,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,300 E 2ND ST,,34.0493,-118.2418
200104700,1/10/2020,1/8/2020,1845,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0377 0329,29,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,900 S BROADWAY,,34.0423,-118.2561
200104702,1/10/2020,1/10/2020,435,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 0416,0,X,X,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,1300 S HOPE ST,,34.0395,-118.2656
200104703,1/1/2020,1/1/2020,1400,1,Central,119,1,330,BURGLARY FROM VEHICLE,1307 0344,27,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 CENTER ST,,34.0536,-118.2313
200104704,1/9/2020,1/9/2020,2100,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 E 2ND ST,,34.0493,-118.2418
212017732,10/19/2021,7/5/2020,439,20,Olympic,2014,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2034 2014 1822 0515 0522,26,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,815,,,100 S NORMANDIE AV,,34.0726,-118.3029
200104711,1/10/2020,1/8/2020,2200,1,Central,162,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1822 1402 2004 0416 1601 0408 0409 1415 1218,32,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,998,,,7TH ST,HOPE ST,34.0487,-118.2588
200104713,1/10/2020,1/10/2020,1100,1,Central,154,2,900,VIOLATION OF COURT ORDER,0913 1501,53,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,500 S MAIN ST,,34.0467,-118.2485
200104715,1/10/2020,1/10/2020,1045,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FACTORY PL,ALAMEDA ST,34.0391,-118.2384
211115965,12/2/2021,5/13/2020,930,11,Northeast,1172,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,101,STREET,,,IC,Invest Cont,946,,,,2200 W FOX LN,,34.0888,-118.2596
200104717,1/10/2020,1/9/2020,1130,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0329,46,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S ALAMEDA ST,,34.0433,-118.2381
200104718,1/10/2020,1/10/2020,1315,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,55,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH ST,BROADWAY,34.0481,-118.2507
